Dealer_ID,Dealer_State,Make,Vehicle Category,Vehicle Colour,Listing Month,Transmission Type,Fuel Type,Cylinders,Engine Size,CO2 Emissions
D025,WA,FORD,SUV - STANDARD,Black,May,AS6,X,6,6.25,288
D033,VIC,MINI,TWO-SEATER,Grey,Sep,A6,Z,4,1.6,191
D020,QLD,JEEP,SUV - SMALL,Silver,Dec,A8,X,6,3.6,275
D055,QLD,FORD,SUBCOMPACT,Grey,Jul,AS10,X,8,5,289
D003,WA,MERCEDES-BENZ,MID-SIZE,Silver,Nov,AS7,Z,4,2,179
D018,NSW,TOYOTA,SUV - SMALL,White,May,AS6,X,4,2.7,246
D045,Unknown,MINI,STATION WAGON - SMALL,,May,M6,Z,3,1.5,214
D039,Unknown,TOYOTA,MID-SIZE,Yellow,Jan,AS8,X,6,3.5,215
D019,WA,AUDI,MID-SIZE,Black,Oct,AS8,D,6,3,213
D034,VIC,SUBARU,SUV - SMALL,Black,Mar,,X,4,2.5,207
D034,VIC,BMW,COMPACT,White,Apr,M6,Z,8,4.4,324
D035,VIC,FORD,SUBCOMPACT,Red,Nov,AS6,X,8,5,304
D038,VIC,MAZDA,SUV - SMALL,Silver,May,AS6,X,6,3.7,290
D024,SA,FORD,SPECIAL PURPOSE VEHICLE,Red,Oct,AS6,X,4,2.5,239
D016,NSW,ALFA ROMEO,SUV - SMALL,White,Sep,A8,Z,6,2.9,292
D035,VIC,BUICK,MID-SIZE,White,Apr,AS6,E,6,3.6,250
D033,VIC,PORSCHE,FULL-SIZE,Red,Jun,AM7,Z,6,,262
D028,NSW,MERCEDES-BENZ,MINICOMPACT,Brown,Jun,AM7,Z,4,2,193
D003,WA,BMW,STATION WAGON - SMALL,Green,Nov,,D,4,2,181
D060,NSW,CHEVROLET,PICKUP TRUCK - SMALL,Grey,Jun,A6,D,4,2.8,280
D002,VIC,RAM,PICKUP TRUCK - STANDARD,Silver,Dec,A8,X,6,3.6,290
D052,NSW,GMC,PICKUP TRUCK - STANDARD,Grey,Dec,A6,X,8,5.3,307
D012,SA,FORD,MID-SIZE,Red,Aug,AV,X,4,2,130
D013,QLD,BMW,SUBCOMPACT,Silver,Nov,AM7,Z,6,3,299
D013,QLD,BENTLEY,COMPACT,,Aug,AS8,Z,12,6,389
D039,NSW,HONDA,FULL-SIZE,White,Oct,AV,X,4,1.5,168
D047,VIC,DODGE,FULL-SIZE,White,Oct,A8,Z,8,6.2,339
D018,NSW,VOLVO,STATION WAGON - SMALL,White,Jul,AS8,X,4,2,220
D049,QLD,CHEVROLET,MID-SIZE,Black,Nov,M6,X,4,1.4,167
D021,QLD,BUICK,MID-SIZE,Black,May,,Z,4,,225
D015,VIC,LEXUS,MID-SIZE,Black,Oct,AS8,Z,8,4.6,283
D033,VIC,CHEVROLET,COMPACT,Silver,Sep,A9,D,4,1.6,172
D011,VIC,CHEVROLET,SUV - SMALL,Blue,Mar,AS6,X,4,1.4,193
D002,VIC,FORD,VAN - PASSENGER,Silver,Apr,AS6,X,12,6.25,354
D014,WA,TOYOTA,PICKUP TRUCK - SMALL,White,Dec,AS6,X,4,2.7,274
D007,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,Silver,Aug,A6,X,8,5.3,299
D049,QLD,MAZDA,MID-SIZE,Grey,Dec,AS6,X,4,2.5,188
D060,NSW,CHEVROLET,COMPACT,White,Mar,M6,D,4,1.6,170
D052,NSW,PORSCHE,FULL-SIZE,Blue,May,AM7,Z,6,3.6,255
D024,SA,FORD,PICKUP TRUCK - STANDARD,Red,Jul,AS10,D,6,3,290
D041,VIC,GENESIS,FULL-SIZE,Silver,Jul,AS8,Z,8,5,306
D039,NSW,MINI,COMPACT,Blue,Aug,M6,Z,4,4.8,196
D043,QLD,HONDA,STATION WAGON - SMALL,,Aug,AV,X,4,1.8,194
D026,NSW,TOYOTA,COMPACT,Grey,Jun,AV,X,4,1.8,165
D012,SA,JEEP,SUV - SMALL,Red,Aug,,X,6,3.2,240
D022,VIC,MAZDA,SUV - SMALL,Black,Sep,AS6,X,4,2,189
D006,TAS,NISSAN,PICKUP TRUCK - SMALL,Red,Sep,A5,X,6,,326
D048,NSW,VOLKSWAGEN,SUV - SMALL,Green,Oct,AS6,Z,4,2,263
D028,NSW,CHEVROLET,COMPACT,White,Sep,AS6,X,4,1.4,195
D042,WA,INFINITI,SUV - SMALL,Silver,Jun,AS7,Z,8,5,334
D045,WA,TOYOTA,PICKUP TRUCK - SMALL,Blue,Aug,AS6,X,6,3.5,267
D041,VIC,MERCEDES-BENZ,COMPACT,Red,Jun,AS7,Z,4,2,179
D006,TAS,DODGE,FULL-SIZE,Silver,Jul,A5,E,6,3.6,251
D056,WA,CHEVROLET,SUV - SMALL,Grey,Nov,A6,X,4,2.4,237
D025,WA,AUDI,SUBCOMPACT,Red,Jul,AM7,Z,8,3,294
D028,NSW,BMW,SUBCOMPACT,Grey,May,AS8,Z,6,3,229
D046,WA,VOLVO,SUV - STANDARD,Red,Mar,AS8,Z,4,2,248
D056,WA,MINI,MID-SIZE,Blue,Oct,AS6,Z,3,1.5,197
D012,SA,INFINITI,SUV - SMALL,White,Dec,AV7,Z,,3.5,242
D043,QLD,RAM,PICKUP TRUCK - STANDARD,Black,Feb,A8,E,6,3.6,285
D008,WA,MERCEDES-BENZ,FULL-SIZE,Red,Apr,A7,Z,12,6,356
D046,WA,DODGE,MID-SIZE,Silver,Jul,A8,X,6,3.6,242
D046,WA,LAMBORGHINI,TWO-SEATER,Black,Jun,AM7,Z,12,6.25,410.5
D031,QLD,AUDI,STATION WAGON - SMALL,Unknown,Apr,AS8,Z,4,2,242
D018,NSW,BMW,SUBCOMPACT,Grey,Oct,AS8,Z,6,3,235
D005,NSW,TOYOTA,MINICOMPACT,,May,AS6,Z,4,2,204
D027,VIC,MERCEDES-BENZ,TWO-SEATER,White,Aug,AS7,Z,8,5.5,252
D002,VIC,PORSCHE,MINICOMPACT,Grey,May,AM7,Z,6,3,233
D031,QLD,VOLKSWAGEN,COMPACT,Red,Oct,M6,X,4,1.4,163
D035,VIC,MITSUBISHI,SUV - SMALL,Red,Jan,M5,X,4,2,216
D004,QLD,GMC,PICKUP TRUCK - STANDARD,Black,Feb,A6,E,6,4.3,284
D038,VIC,TOYOTA,MID-SIZE,Red,Sep,AV,X,4,1.8,160
D042,WA,BMW,COMPACT,White,Feb,,Z,4,3,209
D060,NSW,CHEVROLET,PICKUP TRUCK - STANDARD,Blue,Dec,A8,X,4,2.7,275
D013,QLD,KIA,COMPACT,Silver,May,M6,X,4,2,198
D006,TAS,NISSAN,COMPACT,White,Oct,AV,X,4,1.6,158
D050,NSW,FORD,PICKUP TRUCK - STANDARD,White,Jun,AS6,X,6,3.5,276
D036,NSW,BMW,SUV - SMALL,Black,Jul,AS8,Z,4,2,222
D010,VIC,MINI,COMPACT,Silver,Oct,M6,Z,4,1.6,201
D005,NSW,SCION,MINICOMPACT,Silver,Oct,AS6,Z,4,3,193
D030,QLD,CHEVROLET,MID-SIZE,Black,Dec,AS6,X,4,1.4,184
D028,NSW,MASERATI,FULL-SIZE,White,Jun,AS8,Z,6,3,300
D015,VIC,CADILLAC,FULL-SIZE,White,Apr,AS10,X,6,3.6,259
D030,QLD,JAGUAR,TWO-SEATER,Silver,Oct,AS8,Z,8,5,311
D051,NSW,GMC,PICKUP TRUCK - STANDARD,Silver,Sep,A6,E,8,5.3,283
D059,NSW,MITSUBISHI,STATION WAGON - SMALL,White,Aug,AV6,X,4,2,198
D004,QLD,GMC,SUV - STANDARD,Black,Jul,A6,X,6,3.6,290
D051,NSW,LINCOLN,SUV - STANDARD,Red,Aug,AS6,X,6,3.5,334
D034,VIC,PORSCHE,SUV - SMALL,White,Sep,A7,Z,4,2,248
D019,WA,KIA,SUV - SMALL,Black,Jul,A6,X,6,3.3,271
D003,WA,AUDI,SUBCOMPACT,White,May,AM6,X,4,2,209
D016,NSW,INFINITI,COMPACT,Blue,Jun,AM7,Z,4,2,200
D060,NSW,FORD,PICKUP TRUCK - STANDARD,Black,Aug,AS6,E,8,5,318
D006,TAS,VOLKSWAGEN,SUV - SMALL,Silver,Dec,AS6,Z,4,2,256
D005,NSW,MERCEDES-BENZ,FULL-SIZE,Green,Apr,A9,Z,8,4,286
D001,WA,LINCOLN,FULL-SIZE,,Dec,AS6,X,,3.7,287
D022,VIC,FORD,COMPACT,Silver,May,M6,X,4,2,205
D024,SA,GENESIS,FULL-SIZE,Red,Jun,AS8,Z,8,5,306
D021,QLD,MERCEDES-BENZ,TWO-SEATER,Blue,Jul,AM7,Z,8,4,302
D041,VIC,INFINITI,SUV - STANDARD,White,Sep,AS7,Z,8,5.6,354
D047,VIC,AUDI,SUBCOMPACT,Grey,Sep,M6,Z,6,3,273
D020,QLD,AUDI,TWO-SEATER,Black,Jun,M6,Z,8,4.2,407
D007,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,Black,Oct,A6,X,6,4.3,329
D041,VIC,LAND ROVER,SUV - SMALL,Grey,Oct,AS9,Z,4,2,242
D003,WA,RAM,PICKUP TRUCK - STANDARD,Silver,Oct,A8,X,8,5.7,290
D035,VIC,FORD,SUV - SMALL,Red,Oct,AS6,X,4,1.5,226
D047,VIC,FORD,FULL-SIZE,Red,Dec,AS6,E,6,7.7,271
D036,NSW,DODGE,MID-SIZE,White,Apr,A8,Z,8,6.2,358
D011,VIC,MITSUBISHI,SUV - SMALL,Black,Feb,AV8,X,4,1.5,208
D034,VIC,PORSCHE,SUV - SMALL,Grey,May,A7,Z,6,3.6,286
D044,NSW,NISSAN,PICKUP TRUCK - STANDARD,Red,Nov,AS9,Z,8,5.6,313
D059,NSW,CHEVROLET,MID-SIZE,Black,Apr,AS6,X,4,1.8,207
D013,QLD,CADILLAC,FULL-SIZE,Grey,Jul,AS6,X,6,3.6,259
D003,WA,LAND ROVER,SUV - STANDARD,Grey,Aug,AS8,E,8,5,342
D013,QLD,MAZDA,COMPACT,Red,May,M6,X,4,2,186
D019,WA,LAMBORGHINI,TWO-SEATER,Black,Jun,AM7,Z,12,6.25,410.5
D007,QLD,MERCEDES-BENZ,FULL-SIZE,Black,Mar,AS7,Z,12,6,349
D051,NSW,FIAT,MINICOMPACT,Blue,Feb,M5,X,4,1.4,156
D049,QLD,CHEVROLET,VAN - CARGO,Black,Oct,A4,X,8,5.3,380
D046,WA,FORD,PICKUP TRUCK - STANDARD,White,Sep,AS6,X,8,,340
D019,WA,CHEVROLET,PICKUP TRUCK - STANDARD,Brown,Oct,A6,E,6,4.3,288
D060,NSW,DODGE,MID-SIZE,Blue,Oct,A8,Z,8,6.25,305
D058,VIC,MAZDA,SUV - SMALL,Black,Feb,AS6,X,4,2.5,217
D017,VIC,JEEP,SUV - SMALL,Black,Nov,A6,X,4,,249
D011,VIC,FORD,SUV - SMALL,Blue,Apr,AS6,X,4,2.5,229
D018,NSW,DODGE,SUV - SMALL,Blue,May,A6,X,6,3.6,285
D007,QLD,FORD,SUBCOMPACT,White,Feb,M6,X,4,3,241
D027,VIC,MERCEDES-BENZ,SUV - STANDARD,Red,Feb,AS7,Z,,3,298
D024,SA,KIA,MINIVAN,White,Jul,AS8,X,6,3.3,271
D035,VIC,PORSCHE,MINICOMPACT,Grey,Aug,AM7,Z,6,3.8,268
D039,NSW,MAZDA,SUV - SMALL,Black,Apr,AS6,X,4,2.5,194
D001,WA,BMW,SUBCOMPACT,Silver,Jun,AS8,Z,6,3,238
D025,WA,PORSCHE,MINICOMPACT,,Nov,M7,Z,6,3,241
D014,WA,CHEVROLET,COMPACT,Red,Nov,AS6,X,4,1.8,197
D007,QLD,FORD,SUV - STANDARD,Unknown,Dec,AS6,X,6,3.5,331
D017,VIC,CADILLAC,STATION WAGON - SMALL,White,Jul,AS6,X,6,3,255
D016,NSW,PORSCHE,MINICOMPACT,Black,Aug,M7,Z,6,3,242
D026,NSW,NISSAN,MID-SIZE,Silver,Dec,M6,X,4,2,188
D011,VIC,CHEVROLET,SUV - STANDARD,Black,May,A6,X,6,3.6,315
D003,WA,PORSCHE,SUV - STANDARD,Silver,Aug,A8,Z,8,4.8,334
D023,TAS,MERCEDES-BENZ,SUBCOMPACT,Silver,Jun,A9,Z,6,3,401.6
D058,VIC,KIA,MID-SIZE,White,Nov,AV,X,4,2,164
D012,SA,LEXUS,SUV - SMALL,White,Feb,AS6,Z,4,2,226
D026,NSW,SCION,COMPACT,White,Nov,,X,4,2.5,207
D057,VIC,AUDI,SUBCOMPACT,White,Sep,A7,Z,6,3,267
D005,NSW,BMW,SUV - SMALL,Black,Nov,AS8,Z,6,3,251
D010,VIC,FORD,PICKUP TRUCK - STANDARD,Blue,Feb,AS6,E,6,3,247
D004,QLD,MERCEDES-BENZ,TWO-SEATER,White,Feb,AM7,Z,8,4,304
D028,NSW,JAGUAR,SUV - SMALL,Orange,Dec,AS8,Z,4,2,227
D014,WA,TOYOTA,SUV - STANDARD,,Apr,AS6,X,8,5.7,382
D008,WA,GMC,PICKUP TRUCK - SMALL,Grey,Sep,A6,X,6,3.6,260
D058,VIC,BUICK,COMPACT,Blue,Jul,AS6,Z,4,2,228
D047,VIC,HONDA,MID-SIZE,White,Apr,AV,X,4,2.4,182
D012,SA,BMW,COMPACT,Grey,Jun,AS8,Z,6,3,223
D020,QLD,KIA,FULL-SIZE,Black,Apr,AS8,X,6,3.3,237
D011,VIC,LEXUS,MID-SIZE,Orange,Apr,AS6,Z,6,3.5,253
D028,NSW,MERCEDES-BENZ,MID-SIZE,Silver,Apr,AS7,Z,,3.5,202
D015,VIC,LINCOLN,SUV - SMALL,Black,Nov,AS6,X,4,2,251
D057,VIC,MAZDA,MID-SIZE,White,Jun,M6,X,4,2,181
D060,Unknown,BMW,SUV - SMALL,Grey,Jun,AS8,Z,6,3,266
D047,VIC,HONDA,FULL-SIZE,White,Mar,AV,X,4,1.5,168
D048,NSW,HONDA,TWO-SEATER,Silver,Apr,AV7,X,4,1.5,157
D037,NSW,MITSUBISHI,SUV - SMALL,White,Feb,AV6,X,4,2.4,218
D006,TAS,NISSAN,MID-SIZE,Green,Nov,M5,X,4,1.6,180
D015,VIC,CHEVROLET,MID-SIZE,Blue,Dec,AS6,Z,4,2,225
D009,NSW,BMW,COMPACT,White,Jun,AS8,Z,4,2,219
D002,VIC,KIA,STATION WAGON - MID-SIZE,White,Oct,AS6,X,4,2,214
D019,WA,CADILLAC,FULL-SIZE,White,May,AS6,X,6,3.6,271
D014,WA,AUDI,COMPACT,Brown,Jun,M6,Z,6,3,269
D038,VIC,ROLLS-ROYCE,FULL-SIZE,White,Mar,AS8,Z,12,6.25,370
D003,WA,MERCEDES-BENZ,STATION WAGON - SMALL,White,Apr,AM7,Z,4,2,196
D049,QLD,MERCEDES-BENZ,COMPACT,Grey,Sep,A9,Z,8,4,271
D037,NSW,BUICK,MID-SIZE,Blue,Jun,AS6,X,4,2.4,189
D022,VIC,MINI,MINICOMPACT,Blue,Dec,M6,Z,4,2,210
D017,VIC,HYUNDAI,MID-SIZE,White,Dec,AM7,X,4,1.6,189
D023,TAS,BMW,MID-SIZE,White,Apr,AS8,Z,8,3,290
D014,WA,AUDI,MID-SIZE,Black,Aug,AS8,Z,8,4,312
D048,NSW,FORD,SUBCOMPACT,White,Mar,M6,X,4,2.3,240
D045,WA,KIA,STATION WAGON - SMALL,Black,Jun,AS6,X,4,2,208
D032,TAS,GMC,SUV - STANDARD,White,Sep,A6,X,8,5.3,305
D055,QLD,CHRYSLER,FULL-SIZE,Red,Sep,A8,X,6,3.6,251
D029,NSW,INFINITI,SUBCOMPACT,Grey,Dec,AS7,Z,6,3,251
D001,WA,LINCOLN,SUV - SMALL,Silver,May,AS8,X,6,2.7,259
D004,QLD,CHRYSLER,FULL-SIZE,White,May,A8,E,6,3.6,248
D055,QLD,FIAT,SUV - SMALL,Green,Mar,,X,4,2.4,219
D040,QLD,BUICK,SUV - SMALL,Blue,Feb,A9,X,3,1.3,199
D017,VIC,FORD,FULL-SIZE,Grey,Jul,AS6,E,6,3.5,271
D060,NSW,MINI,MID-SIZE,Black,Aug,M6,Z,3,1.5,194
D029,NSW,MERCEDES-BENZ,STATION WAGON - MID-SIZE,Black,Mar,AS7,Z,8,5.5,310
D011,VIC,TOYOTA,MID-SIZE,Unknown,Feb,AS8,X,4,2.5,173
D037,NSW,KIA,FULL-SIZE,White,Nov,AS6,X,4,1.6,223
D047,VIC,MAZDA,MID-SIZE,White,Nov,M6,X,4,2,167
D001,WA,GMC,PICKUP TRUCK - STANDARD,White,Feb,A6,E,6,4.3,269
D040,QLD,KIA,FULL-SIZE,,Jun,A6,X,6,2,193
D034,VIC,SUBARU,MID-SIZE,Blue,Oct,AV7,X,4,2,174
D023,TAS,GMC,PICKUP TRUCK - STANDARD,White,Mar,A6,X,6,4.3,294
D012,SA,MITSUBISHI,SUV - SMALL,Green,Mar,AV6,X,4,2,213
D040,QLD,SUBARU,MINICOMPACT,White,Jun,AS6,Z,4,2,193
D031,QLD,MERCEDES-BENZ,SUV - STANDARD,Grey,Jul,A9,Z,6,3,281
D036,NSW,JEEP,SUV - SMALL,Grey,Mar,A9,X,6,3.2,269
D028,NSW,INFINITI,COMPACT,Grey,Oct,AS7,Z,6,3.5,172
D048,NSW,FIAT,MINICOMPACT,Black,Sep,M5,X,8,1.4,109.2
D012,SA,AUDI,SUBCOMPACT,White,May,AM7,Z,5,2.5,247
D020,QLD,FORD,SUBCOMPACT,White,Jul,M6,X,4,1.6,196
D046,WA,VOLKSWAGEN,COMPACT,Blue,Aug,M6,X,4,2,203
D060,NSW,AUDI,SUV - SMALL,White,Jun,AS8,Z,6,3,258
D022,VIC,ASTON MARTIN,MINICOMPACT,Blue,Mar,A8,Z,12,5.2,312
D009,NSW,SUBARU,COMPACT,Black,Jul,,Z,4,6,255
D025,WA,KIA,FULL-SIZE,Yellow,Apr,AM7,X,4,1.6,207
D049,QLD,VOLKSWAGEN,MID-SIZE,Red,Aug,M6,D,4,2,182
D058,VIC,BENTLEY,MID-SIZE,Black,Feb,,Z,12,13.2,388
D017,VIC,HONDA,STATION WAGON - SMALL,Black,Mar,AV,X,4,1.8,193
D026,NSW,RAM,SPECIAL PURPOSE VEHICLE,Silver,Dec,A9,X,4,,232
D055,QLD,GMC,PICKUP TRUCK - SMALL,White,Aug,A6,D,4,2.8,252
D039,NSW,ROLLS-ROYCE,COMPACT,Grey,Dec,AS8,Z,12,6.25,403
D018,NSW,SUBARU,SUV - SMALL,Blue,Dec,AV8,Z,4,2,216
D003,WA,GMC,VAN - CARGO,Black,Mar,,X,8,5.3,380
D045,WA,RAM,PICKUP TRUCK - STANDARD,Silver,Jan,A8,E,6,3.6,285
D047,VIC,DODGE,SUV - SMALL,White,Jun,A6,X,6,3.6,283
D060,NSW,CHEVROLET,PICKUP TRUCK - SMALL,Blue,Aug,A6,X,4,2.5,260
D060,NSW,FORD,SUV - STANDARD,White,Nov,AS10,X,6,3.5,462
D027,VIC,BMW,COMPACT,,Aug,AM7,Z,8,4.4,343
D016,NSW,CHEVROLET,TWO-SEATER,Silver,Oct,M7,Z,8,,258
D010,VIC,CHEVROLET,SUV - SMALL,Brown,Jul,M6,X,4,2.4,235
D034,VIC,MERCEDES-BENZ,STATION WAGON - SMALL,Blue,Jun,A9,Z,6,3,255
D010,VIC,FORD,PICKUP TRUCK - STANDARD,Blue,Dec,AS6,E,8,5,306
D004,QLD,CHEVROLET,SUV - STANDARD,White,Mar,A6,X,8,5.3,305
D026,NSW,FORD,SUV - STANDARD,Red,Oct,AS6,X,6,3.5,334
D049,QLD,VOLKSWAGEN,MID-SIZE,White,Sep,M6,X,4,1.8,189
D017,VIC,SCION,MID-SIZE,Black,Sep,M6,X,4,1.8,180
D057,VIC,KIA,STATION WAGON - SMALL,White,Sep,AS6,X,4,2,206
D009,NSW,INFINITI,STATION WAGON - SMALL,Silver,Nov,AS7,Z,6,3.7,279
D004,QLD,GMC,PICKUP TRUCK - STANDARD,Red,May,A8,X,8,5.3,324
D016,NSW,PORSCHE,SUV - STANDARD,,Mar,A8,Z,6,3.6,281
D053,WA,TOYOTA,MID-SIZE,White,Sep,AV,X,4,1.8,156
D024,SA,GMC,SUV - SMALL,White,May,A6,X,4,2.4,214
D015,VIC,INFINITI,MID-SIZE,White,Nov,AS7,Z,6,3,247
D024,SA,FIAT,SUV - SMALL,Black,Nov,,X,4,2.4,220
D032,TAS,TOYOTA,SUV - STANDARD,Unknown,Feb,AS6,X,8,5.7,384
D029,NSW,CHRYSLER,FULL-SIZE,Grey,May,A8,E,6,3.6,237
D023,TAS,HONDA,STATION WAGON - SMALL,Silver,Nov,AV,X,4,1.5,151
D032,TAS,CHEVROLET,SUBCOMPACT,Brown,Aug,M6,Z,8,6.2,296
D001,WA,HYUNDAI,SUV - SMALL,White,Apr,AS8,X,4,,262
D038,VIC,LINCOLN,SUV - SMALL,Brown,Jan,AS8,X,6,2.7,258
D049,QLD,KIA,FULL-SIZE,Red,Apr,AS8,Z,8,5,317
D004,QLD,GMC,PICKUP TRUCK - STANDARD,Silver,Apr,A6,X,6,,329
D018,NSW,CADILLAC,MID-SIZE,White,Aug,AS8,Z,6,3.6,292
D022,VIC,BMW,SUBCOMPACT,Black,Sep,AS8,Z,6,3,231
D023,TAS,NISSAN,STATION WAGON - MID-SIZE,White,Apr,AV7,X,6,3.5,240
D060,NSW,GMC,SUV - STANDARD,White,Oct,A6,Z,8,6.2,322
D042,WA,CHEVROLET,SUBCOMPACT,White,Nov,AS8,Z,4,2,219
D031,QLD,SMART,TWO-SEATER,Silver,Apr,AM6,Z,3,0.9,157
D057,VIC,CHEVROLET,TWO-SEATER,Black,Oct,AS8,Z,8,6.2,336
D034,VIC,GENESIS,FULL-SIZE,,Feb,AS8,Z,6,3.3,282
D037,NSW,HONDA,MID-SIZE,Silver,Jun,M6,X,4,2,186
D031,QLD,GMC,SUV - STANDARD,White,Jun,A6,E,8,5.3,285
D044,NSW,DODGE,MID-SIZE,Silver,Feb,A8,Z,8,6.25,302
D018,NSW,MINI,TWO-SEATER,Silver,Jul,AS6,Z,4,1.6,186
D023,TAS,HYUNDAI,FULL-SIZE,Black,Apr,A6,X,4,2,221
D047,VIC,NISSAN,SUV - SMALL,Black,Dec,AV,X,6,3.5,258
D017,VIC,CHEVROLET,MID-SIZE,White,Feb,M6,X,4,1.4,179
D037,NSW,CHEVROLET,PICKUP TRUCK - STANDARD,White,Nov,A6,X,8,5.3,325
D004,QLD,RAM,PICKUP TRUCK - STANDARD,Black,Dec,A6,X,8,5.7,340
D042,WA,BUICK,SUV - SMALL,Black,Jan,AS6,X,4,1.4,194
D005,NSW,FORD,MID-SIZE,Silver,Jun,M6,Z,4,2.3,256
D030,QLD,RAM,PICKUP TRUCK - STANDARD,Black,Jul,A8,E,6,3.6,300
D005,NSW,PORSCHE,FULL-SIZE,Black,Feb,AM7,Z,6,3.6,262
D052,NSW,VOLVO,SUV - SMALL,Silver,Apr,AS8,Z,4,2,216
D045,WA,MERCEDES-BENZ,TWO-SEATER,Grey,Jan,AS7,Z,8,4.7,269
D046,WA,AUDI,MID-SIZE,Silver,Jun,AM8,Z,6,3,232
D043,QLD,SMART,TWO-SEATER,Black,Jun,AM5,Z,3,1,147
D055,QLD,MITSUBISHI,COMPACT,White,May,AV6,X,4,2.4,218
D045,WA,KIA,FULL-SIZE,Black,Jun,AS6,X,4,2.4,198
D016,NSW,TOYOTA,SUV - STANDARD,Silver,Nov,AS5,X,6,,310
D027,VIC,CADILLAC,MID-SIZE,Silver,Jul,AS6,Z,4,2,232
D003,WA,CHEVROLET,PICKUP TRUCK - SMALL,,Feb,M6,X,4,2.5,251
D009,NSW,CHEVROLET,SUBCOMPACT,Grey,Apr,M6,Z,4,2,235
D001,WA,LEXUS,SUBCOMPACT,Blue,Apr,AS6,Z,6,3,258
D041,VIC,DODGE,MINIVAN,Green,Jan,A6,X,6,,276
D010,VIC,KIA,MID-SIZE,Blue,Nov,M6,X,4,2,180
D012,SA,CHEVROLET,MID-SIZE,Green,Nov,AS6,D,4,2,192
D015,VIC,MINI,MID-SIZE,White,Dec,M6,Z,4,3,232
D004,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,White,Aug,A6,X,8,5.3,331
D044,NSW,TOYOTA,MID-SIZE,Silver,Mar,AV,X,4,1.8,163
D005,NSW,MERCEDES-BENZ,COMPACT,Red,Jun,A9,Z,8,4,263
D042,WA,GENESIS,FULL-SIZE,Red,Dec,AS8,X,6,3.8,276
D031,QLD,VOLVO,STATION WAGON - SMALL,Black,Dec,AS8,Z,4,2,231
D015,VIC,VOLVO,SUV - STANDARD,White,Dec,AS8,Z,4,2,232
D058,VIC,DODGE,MINIVAN,Black,Jul,A6,E,6,3.6,264
D017,VIC,HONDA,MID-SIZE,Black,Apr,AS10,X,4,2,211
D059,NSW,CHRYSLER,MID-SIZE,Blue,Dec,A9,X,6,3.6,239
D011,VIC,HONDA,FULL-SIZE,White,Nov,AV,X,4,1.5,162
D027,VIC,AUDI,FULL-SIZE,Silver,Nov,AS8,Z,8,4,290
D037,NSW,MITSUBISHI,SUV - SMALL,Blue,Jun,AS6,Z,6,3,235
D016,NSW,NISSAN,STATION WAGON - SMALL,White,Apr,AV7,Z,4,1.6,194
D013,QLD,BUICK,COMPACT,White,Jan,AS6,X,4,2.4,226
D011,VIC,PORSCHE,TWO-SEATER,White,Apr,AM7,Z,4,2,219
D058,VIC,VOLKSWAGEN,COMPACT,White,Mar,AM7,Z,4,2,213
D042,WA,AUDI,SUBCOMPACT,Grey,Sep,A7,Z,8,3,308
D004,QLD,MERCEDES-BENZ,COMPACT,Grey,Mar,AS7,Z,12,6,365
D051,NSW,BUICK,SUV - STANDARD,Grey,Aug,A6,X,6,3.6,322
D040,QLD,MINI,SUBCOMPACT,Black,Jan,M6,Z,4,2,198
D045,Unknown,FORD,SUBCOMPACT,Grey,Feb,M6,X,4,1.6,184
D034,VIC,HONDA,FULL-SIZE,Black,Aug,M6,Z,4,2,224
D057,VIC,HYUNDAI,FULL-SIZE,Silver,Jul,AM7,X,4,1.6,194
D048,NSW,NISSAN,TWO-SEATER,Grey,Apr,,Z,6,3.7,261
D052,NSW,AUDI,COMPACT,White,May,AM7,Z,4,2,177
D047,VIC,INFINITI,COMPACT,Grey,Apr,AM7,Z,4,3,200
D056,WA,SRT,TWO-SEATER,Blue,Sep,M6,Z,10,6.25,389
D015,VIC,FORD,MID-SIZE,Red,Nov,AS6,X,4,1.5,204
D006,TAS,VOLVO,COMPACT,Black,Jul,AS8,Z,4,2,231
D022,VIC,VOLKSWAGEN,STATION WAGON - SMALL,Black,Apr,AM6,D,4,2,180
D036,NSW,MAZDA,SUV - SMALL,White,Sep,AS6,X,4,2.5,230
D041,VIC,MASERATI,SUV - STANDARD,Grey,Feb,AS8,Z,6,3,346
D044,NSW,MITSUBISHI,SUV - SMALL,,May,AV8,X,4,1.5,216
D018,NSW,MITSUBISHI,COMPACT,White,Mar,M5,X,,1.2,147
D017,VIC,AUDI,MID-SIZE,White,May,AM7,Z,6,3,224
D001,WA,MERCEDES-BENZ,SUV - STANDARD,,Mar,AS7,D,6,3,278
D059,NSW,MITSUBISHI,SUV - SMALL,Black,Sep,A6,Z,6,3,246
D027,VIC,CHEVROLET,PICKUP TRUCK - SMALL,Blue,Oct,A6,X,6,2.5,252
D031,QLD,CHRYSLER,FULL-SIZE,Black,Jun,A5,X,8,5.7,308
D027,VIC,SUBARU,SUV - SMALL,White,Feb,AV8,X,4,2,185
D002,VIC,CADILLAC,COMPACT,Blue,Sep,,Z,4,2,216
D042,WA,BMW,SUBCOMPACT,Silver,Aug,AS8,Z,4,2,200
D006,TAS,BMW,COMPACT,Blue,Oct,AM7,Z,8,4.4,344
